Drug1,Drug2,Prob,SimilaritySource,Method
DB00855,C0020538,0.1636,UMLS,LapRLS
DB00757,C0015230,0.1636,UMLS,LapRLS
DB00431,C0002453,0.1636,UMLS,LapRLS
DB02300,C0042963,0.1636,UMLS,LapRLS
DB08896,C0011991,0.1636,UMLS,LapRLS
DB00492,C0042963,0.1636,UMLS,LapRLS
DB06261,C0017675,0.1636,HPO,LapRLS
DB00583,C0028734,0.1636,HPO,LapRLS
DB00230,C0022107,0.1636,UMLS,LapRLS
DB06261,C0345904,0.1635,HPO,LapRLS
DB00125,C0085584,0.1635,UMLS,LapRLS
DB00431,C0338831,0.1635,UMLS,LapRLS
DB00583,C0024282,0.1635,HPO,LapRLS
DB00290,C0027497,0.1635,HPO,LapRLS
DB06151,C0003962,0.1635,HPO,LapRLS
DB06261,C0003864,0.1635,UMLS,LapRLS
DB00828,C0151735,0.1635,UMLS,LapRLS
DB08896,C0004093,0.1635,UMLS,LapRLS
DB00316,C0003864,0.1635,UMLS,LapRLS
DB00230,C0001396,0.1635,UMLS,LapRLS
DB00243,C0042963,0.1635,UMLS,LapRLS
DB00331,C0006625,0.1634,HPO,GIP
DB00211,C0003962,0.1634,HPO,GIP
DB00182,C0027339,0.1634,UMLS,LapRLS
DB01066,C0027947,0.1634,UMLS,LapRLS
DB00877,C0033774,0.1634,HPO,LapRLS
DB01142,C0011991,0.1634,HPO,LapRLS
DB00583,C3665347,0.1634,HPO,LapRLS
DB00753,C0035304,0.1634,HPO,LapRLS
DB00627,C1443060,0.1634,UMLS,LapRLS
DB00753,C0027051,0.1634,HPO,LapRLS
DB06202,C0917801,0.1634,UMLS,LapRLS
DB01046,C0151735,0.1634,UMLS,LapRLS
DB01416,C0011991,0.1633,UMLS,LapRLS
DB00476,C0151735,0.1633,UMLS,LapRLS
DB00727,C0009450,0.1633,UMLS,LapRLS
DB01068,C0018681,0.1633,UMLS,LapRLS
DB00431,C0021400,0.1633,UMLS,LapRLS
DB01177,C0004093,0.1633,UMLS,LapRLS
DB00244,C0018621,0.1633,HPO,GIP
DB00230,C0038826,0.1633,UMLS,LapRLS
DB00828,C0085636,0.1633,UMLS,LapRLS
DB01236,C0086439,0.1632,UMLS,LapRLS
DB00859,C0151798,0.1632,HPO,LapRLS
DB00431,C0027066,0.1632,UMLS,LapRLS
DB00461,C0236000,0.1632,HPO,GIP
DB00789,C0009806,0.1632,UMLS,LapRLS
DB01083,C0162627,0.1632,HPO,GIP
DB08826,C0013604,0.1632,HPO,LapRLS
DB00367,C0033893,0.1632,HPO,GIP
DB00742,C0025312,0.1632,HPO,GIP
DB00493,C0042963,0.1632,UMLS,LapRLS
DB00597,C0020625,0.1632,UMLS,LapRLS
DB00215,C0282074,0.1632,UMLS,LapRLS
DB00597,C0497156,0.1632,HPO,LapRLS
DB01213,C0001824,0.1632,HPO,LapRLS
DB06698,C0042023,0.1632,HPO,LapRLS
DB08823,C0042963,0.1631,UMLS,LapRLS
DB00969,C0012833,0.1631,UMLS,LapRLS
DB04572,C0007859,0.1631,HPO,LapRLS
DB01043,C0028738,0.1631,HPO,LapRLS
DB00125,C0020580,0.1631,HPO,LapRLS
DB00978,C0002994,0.1631,UMLS,LapRLS
DB00489,C0020517,0.1631,UMLS,LapRLS
DB00493,C0000737,0.163,UMLS,LapRLS
DB01213,C0206093,0.163,HPO,GIP
DB00597,C0024282,0.163,UMLS,LapRLS
DB00900,C0015672,0.163,UMLS,LapRLS
DB00659,C0031117,0.163,UMLS,LapRLS
DB06151,C0085649,0.163,UMLS,LapRLS
DB00313,C0017601,0.163,HPO,LapRLS
DB00859,C0010692,0.163,HPO,LapRLS
DB01005,C0162297,0.163,HPO,LapRLS
DB00125,C0392525,0.163,UMLS,LapRLS
DB00455,C0011603,0.163,UMLS,LapRLS
DB00828,C0013390,0.1629,HPO,LapRLS
DB00130,C0037036,0.1629,HPO,LapRLS
DB01019,C0030252,0.1629,HPO,LapRLS
DB00583,C0042345,0.1629,HPO,LapRLS
DB00310,C0151735,0.1629,UMLS,LapRLS
DB00859,C0085631,0.1629,UMLS,LapRLS
DB00432,C0012833,0.1629,UMLS,LapRLS
DB00872,C0004093,0.1629,UMLS,LapRLS
DB00478,C0038990,0.1629,UMLS,LapRLS
DB01039,C0151529,0.1629,HPO,GIP
DB01080,C0017152,0.1629,HPO,LapRLS
DB00316,C0235431,0.1628,UMLS,LapRLS
DB00585,C0022346,0.1628,HPO,GIP
DB09265,C0018681,0.1628,HPO,LapRLS
DB00215,C0042256,0.1628,UMLS,LapRLS
DB01077,C0012833,0.1628,UMLS,LapRLS
DB00674,C0151735,0.1628,UMLS,LapRLS
DB00727,C0024282,0.1628,UMLS,LapRLS
DB00622,C0019079,0.1628,UMLS,LapRLS
DB06261,C0037036,0.1628,UMLS,LapRLS
DB00597,C0233494,0.1628,UMLS,LapRLS
DB00828,C0011168,0.1628,UMLS,LapRLS
DB00701,C0033774,0.1628,UMLS,LapRLS
DB01019,C0033860,0.1627,HPO,LapRLS
DB01215,C0013144,0.1627,UMLS,LapRLS
DB00828,C0013595,0.1627,UMLS,LapRLS
DB00313,C0235431,0.1627,UMLS,LapRLS
DB00859,C0040479,0.1627,HPO,LapRLS
DB00130,C0013428,0.1627,HPO,LapRLS
DB00658,C0151479,0.1627,UMLS,LapRLS
DB00742,C0042341,0.1627,HPO,GIP
DB00996,C0151798,0.1627,HPO,GIP
DB00753,C0002170,0.1626,UMLS,LapRLS
DB01280,C0231218,0.1626,UMLS,LapRLS
DB08874,C0011991,0.1626,UMLS,LapRLS
DB06401,C0027497,0.1626,UMLS,LapRLS
DB06772,C0020517,0.1626,UMLS,LapRLS
DB06287,C0033774,0.1626,UMLS,LapRLS
DB00377,C0085593,0.1626,UMLS,LapRLS
DB00753,C0017675,0.1626,HPO,LapRLS
DB00597,C0002874,0.1626,HPO,LapRLS
DB08864,C0011991,0.1626,UMLS,LapRLS
DB00828,C0151578,0.1626,UMLS,LapRLS
DB08864,C0010520,0.1626,HPO,GIP
DB01142,C0011991,0.1625,UMLS,LapRLS
DB00494,C0020649,0.1625,HPO,LapRLS
DB00659,C0011615,0.1625,UMLS,LapRLS
DB08910,C0016204,0.1625,UMLS,LapRLS
DB01416,C0027497,0.1625,UMLS,LapRLS
DB01359,C0042963,0.1625,UMLS,LapRLS
DB00720,C0018926,0.1625,UMLS,LapRLS
DB00666,C0000737,0.1625,HPO,LapRLS
DB00374,C2939447,0.1625,UMLS,LapRLS
DB04572,C0151636,0.1625,HPO,LapRLS
DB00720,C0020578,0.1625,HPO,LapRLS
DB00220,C0042963,0.1625,HPO,LapRLS
DB01080,C0019270,0.1625,HPO,LapRLS
DB00316,C0162285,0.1625,HPO,LapRLS
DB00125,C0042571,0.1625,HPO,LapRLS
DB00431,C0151828,0.1625,UMLS,LapRLS
DB00727,C0015732,0.1625,HPO,LapRLS
DB01008,C0006840,0.1624,UMLS,LapRLS
DB00553,C0034194,0.1624,HPO,GIP
DB01202,C0338480,0.1624,HPO,GIP
DB01217,C0033893,0.1624,HPO,GIP
DB00859,C0039231,0.1624,UMLS,LapRLS
DB00200,C0015967,0.1624,UMLS,LapRLS
DB11180,C0030305,0.1624,UMLS,LapRLS
DB06287,C0042963,0.1623,HPO,LapRLS
DB00337,C0020538,0.1623,UMLS,LapRLS
DB00597,C0007859,0.1623,HPO,LapRLS
DB00640,C0015967,0.1623,HPO,LapRLS
DB00529,C0030196,0.1623,UMLS,LapRLS
DB11180,C0013595,0.1623,UMLS,LapRLS
DB01080,C0149745,0.1623,HPO,LapRLS
DB11180,C0019572,0.1623,HPO,LapRLS
DB06698,C0085632,0.1623,UMLS,LapRLS
DB00877,C0037199,0.1623,UMLS,LapRLS
DB00624,C2711227,0.1623,HPO,GIP
DB00316,C0149745,0.1623,UMLS,LapRLS
DB06151,C0027769,0.1623,UMLS,LapRLS
DB00753,C0043096,0.1623,UMLS,LapRLS
DB01019,C0080274,0.1623,UMLS,LapRLS
DB00727,C0011206,0.1622,UMLS,LapRLS
DB00938,C0687713,0.1622,UMLS,LapRLS
DB08893,C0015230,0.1622,UMLS,LapRLS
DB01083,C0549150,0.1622,UMLS,LapRLS
DB06700,C0013404,0.1622,UMLS,LapRLS
DB00431,C2239176,0.1622,HPO,LapRLS
DB00316,C1306341,0.1622,UMLS,LapRLS
DB00669,C0033893,0.1621,HPO,GIP
DB00316,C0038358,0.1621,UMLS,LapRLS
DB00720,C0151889,0.1621,HPO,LapRLS
DB00313,C0035309,0.1621,HPO,LapRLS
DB09220,C0003862,0.1621,HPO,LapRLS
DB00187,C0423791,0.1621,HPO,LapRLS
DB00515,C0008370,0.1621,HPO,LapRLS
DB00215,C0032343,0.1621,UMLS,LapRLS
DB00740,C0011603,0.1621,UMLS,LapRLS
DB06261,C0009806,0.1621,UMLS,LapRLS
DB01236,C0002453,0.1621,UMLS,LapRLS
DB00710,C0576093,0.1621,HPO,GIP
DB08823,C0027497,0.1621,UMLS,LapRLS
DB00313,C0085632,0.162,UMLS,LapRLS
DB01008,C0034186,0.162,HPO,LapRLS
DB00753,C0029882,0.162,HPO,LapRLS
DB06287,C0011991,0.162,HPO,LapRLS
DB01236,C0023890,0.162,HPO,LapRLS
DB01019,C0042514,0.162,HPO,LapRLS
DB01236,C0152227,0.162,HPO,LapRLS
DB06287,C0031350,0.162,UMLS,LapRLS
DB08889,C0015230,0.162,UMLS,LapRLS
DB04871,C0042109,0.162,UMLS,LapRLS
DB00734,C0740380,0.162,UMLS,LapRLS
DB00552,C0854706,0.162,UMLS,LapRLS
DB01149,C0042963,0.162,UMLS,LapRLS
DB00395,C0948594,0.162,UMLS,LapRLS
DB00738,C0018681,0.162,UMLS,LapRLS
DB00379,C0151544,0.1619,HPO,GIP
DB00316,C0024115,0.1619,UMLS,LapRLS
DB00182,C0043094,0.1619,UMLS,LapRLS
DB00742,C0031154,0.1619,UMLS,LapRLS
DB00811,C0267373,0.1619,UMLS,LapRLS
DB00437,C0018681,0.1619,UMLS,LapRLS
DB00214,C0015230,0.1619,UMLS,LapRLS
DB06605,C0018681,0.1619,UMLS,LapRLS
DB01236,C0011606,0.1618,UMLS,LapRLS
DB00720,C0000731,0.1618,UMLS,LapRLS
DB06287,C0002994,0.1618,UMLS,LapRLS
DB01097,C0152159,0.1618,UMLS,LapRLS
DB00215,C0853813,0.1618,UMLS,LapRLS
DB04572,C0003873,0.1618,HPO,LapRLS
DB00597,C0037199,0.1618,HPO,LapRLS
DB00597,C0011071,0.1618,HPO,LapRLS
DB00323,C0917801,0.1618,UMLS,LapRLS
DB06774,C0020517,0.1618,UMLS,LapRLS
DB06698,C0040409,0.1618,UMLS,LapRLS
DB00230,C0017605,0.1618,UMLS,LapRLS
DB00125,C0004604,0.1618,UMLS,LapRLS
DB00541,C0015230,0.1618,UMLS,LapRLS
DB01367,C0025312,0.1618,HPO,GIP
DB00313,C0018799,0.1618,UMLS,LapRLS
DB00313,C0027932,0.1617,UMLS,LapRLS
DB01018,C0042109,0.1617,HPO,LapRLS
DB06151,C0004144,0.1617,HPO,LapRLS
DB00130,C0035309,0.1617,HPO,LapRLS
DB00313,C0042023,0.1617,HPO,LapRLS
DB01077,C0002792,0.1617,UMLS,LapRLS
DB00859,C0085628,0.1617,UMLS,LapRLS
DB01008,C0021053,0.1617,UMLS,LapRLS
DB00788,C2939447,0.1617,UMLS,LapRLS
DB00862,C0011991,0.1617,UMLS,LapRLS
DB01189,C0235710,0.1617,UMLS,LapRLS
DB06756,C0027794,0.1617,HPO,GIP
DB00998,C0015672,0.1616,UMLS,LapRLS
DB00277,C2939447,0.1616,UMLS,LapRLS
DB01211,C0854706,0.1616,UMLS,LapRLS
DB00734,C0024050,0.1616,UMLS,LapRLS
DB00828,C0042023,0.1616,HPO,LapRLS
DB06774,C0015230,0.1616,HPO,LapRLS
DB00316,C0027066,0.1616,UMLS,LapRLS
DB00494,C0151735,0.1616,UMLS,LapRLS
DB00853,C0239940,0.1616,UMLS,LapRLS
DB00472,C0178298,0.1616,UMLS,LapRLS
DB00296,C0740330,0.1616,UMLS,LapRLS
DB01006,C0546956,0.1616,HPO,GIP
DB00230,C0041834,0.1616,HPO,GIP
DB01213,C0027430,0.1616,HPO,GIP
DB01043,C0018021,0.1615,HPO,LapRLS
DB04868,C0002994,0.1615,HPO,LapRLS
DB00316,C0233494,0.1615,UMLS,LapRLS
DB08877,C0027497,0.1615,UMLS,LapRLS
DB01008,C0267792,0.1615,UMLS,LapRLS
DB01233,C0042963,0.1615,UMLS,LapRLS
DB00130,C0020651,0.1615,UMLS,LapRLS
DB04106,C0011603,0.1615,UMLS,LapRLS
DB00583,C0085632,0.1615,UMLS,LapRLS
DB00431,C0011849,0.1615,UMLS,LapRLS
DB00284,C0744403,0.1615,UMLS,LapRLS
DB01088,C0018916,0.1615,HPO,GIP
DB00846,C0015230,0.1614,UMLS,LapRLS
DB06774,C0011603,0.1614,UMLS,LapRLS
DB04572,C0004936,0.1614,UMLS,LapRLS
DB09080,C0018681,0.1614,UMLS,LapRLS
DB00493,C0015230,0.1614,UMLS,LapRLS
DB00762,C0033774,0.1614,UMLS,LapRLS
DB00367,C0004604,0.1614,UMLS,LapRLS
DB00544,C0014591,0.1614,HPO,LapRLS
DB00859,C0151878,0.1614,HPO,LapRLS
DB00478,C0018991,0.1614,HPO,LapRLS
DB00355,C0027497,0.1614,UMLS,LapRLS
DB00501,C0854706,0.1614,UMLS,LapRLS
DB00720,C0040409,0.1614,UMLS,LapRLS
DB00230,C0235069,0.1614,UMLS,LapRLS
DB00996,C0151970,0.1614,UMLS,LapRLS
DB00215,C0032584,0.1613,UMLS,LapRLS
DB00996,C0027796,0.1613,UMLS,LapRLS
DB01019,C0233494,0.1613,UMLS,LapRLS
DB00828,C0040046,0.1613,UMLS,LapRLS
DB00749,C0012833,0.1613,UMLS,LapRLS
DB00215,C0025289,0.1613,UMLS,LapRLS
DB13158,C0027497,0.1613,UMLS,LapRLS
DB00622,C0151734,0.1613,UMLS,LapRLS
DB00492,C0018681,0.1613,UMLS,LapRLS
DB06711,C0027497,0.1612,HPO,LapRLS
DB00125,C0022660,0.1612,UMLS,LapRLS
DB00295,C0151735,0.1612,UMLS,LapRLS
DB01236,C0037036,0.1612,HPO,LapRLS
DB00230,C0043251,0.1612,UMLS,LapRLS
DB00720,C0042571,0.1612,UMLS,LapRLS
DB00828,C0026837,0.1612,HPO,LapRLS
DB01043,C0007859,0.1612,HPO,LapRLS
DB01080,C0428977,0.1612,HPO,LapRLS
DB00297,C0013404,0.1612,UMLS,LapRLS
DB00313,C0085636,0.1612,UMLS,LapRLS
DB06151,C0011551,0.1612,UMLS,LapRLS
DB01073,C0020649,0.1612,UMLS,LapRLS
DB00244,C2939447,0.1612,UMLS,LapRLS
DB00125,C3665386,0.1612,UMLS,LapRLS
DB00431,C0043096,0.1612,UMLS,LapRLS
DB00493,C0018681,0.1612,UMLS,LapRLS
DB00753,C3665347,0.1612,UMLS,LapRLS
DB00305,C0027497,0.1612,UMLS,LapRLS
DB00773,C0011603,0.1612,UMLS,LapRLS
DB00597,C0085631,0.1612,UMLS,LapRLS
DB00182,C0016655,0.1611,UMLS,LapRLS
DB00619,C0268732,0.1611,UMLS,LapRLS
DB00915,C0014591,0.1611,UMLS,LapRLS
DB00564,C0151735,0.1611,UMLS,LapRLS
DB00611,C0027497,0.1611,UMLS,LapRLS
DB00735,C0338480,0.1611,HPO,GIP
DB00130,C0151736,0.1611,UMLS,LapRLS
DB09071,C0027497,0.1611,UMLS,LapRLS
DB01416,C0015230,0.1611,UMLS,LapRLS
DB01179,C0012833,0.1611,UMLS,LapRLS
DB00190,C0151529,0.1611,HPO,GIP
DB00178,C0948594,0.161,UMLS,LapRLS
DB00753,C0042401,0.161,UMLS,LapRLS
DB00859,C0039971,0.161,UMLS,LapRLS
DB00789,C0027794,0.161,HPO,GIP
DB00182,C0026946,0.161,UMLS,LapRLS
DB00720,C0020433,0.161,UMLS,LapRLS
DB00753,C0017152,0.161,UMLS,LapRLS
DB00938,C0011991,0.161,HPO,LapRLS
DB09110,C0311468,0.1609,HPO,LapRLS
DB00367,C0151529,0.1609,HPO,GIP
DB06772,C0917801,0.1609,UMLS,LapRLS
DB00573,C0027497,0.1609,UMLS,LapRLS
DB08889,C0000737,0.1609,HPO,LapRLS
DB00811,C0497552,0.1609,HPO,LapRLS
DB06698,C0162119,0.1609,HPO,LapRLS
DB01177,C0030193,0.1609,UMLS,LapRLS
DB00396,C0917801,0.1609,UMLS,LapRLS
DB01236,C0028734,0.1609,UMLS,LapRLS
DB00431,C0852911,0.1609,UMLS,LapRLS
DB00230,C0022893,0.1609,UMLS,LapRLS
DB00855,C0021843,0.1609,UMLS,LapRLS
DB01184,C0027497,0.1609,UMLS,LapRLS
DB01043,C0024282,0.1609,UMLS,LapRLS
DB00960,C0687713,0.1609,UMLS,LapRLS
DB06791,C0026836,0.1609,UMLS,LapRLS
DB00659,C0009421,0.1608,HPO,LapRLS
DB00659,C0002453,0.1608,UMLS,LapRLS
DB00431,C0855242,0.1608,UMLS,LapRLS
DB00472,C0037274,0.1608,HPO,LapRLS
DB06800,C0018681,0.1608,HPO,LapRLS
DB00783,C2004489,0.1608,UMLS,LapRLS
DB00828,C0011606,0.1608,UMLS,LapRLS
DB01019,C0010692,0.1608,HPO,LapRLS
DB00659,C0034359,0.1607,HPO,LapRLS
DB00683,C0004093,0.1607,UMLS,LapRLS
DB06698,C0013390,0.1607,HPO,LapRLS
DB04572,C0015732,0.1607,HPO,LapRLS
DB06151,C0003578,0.1607,HPO,LapRLS
DB00753,C0034069,0.1607,HPO,LapRLS
DB00210,C0027497,0.1607,UMLS,LapRLS
DB00572,C0042963,0.1607,UMLS,LapRLS
DB00125,C0424295,0.1607,UMLS,LapRLS
DB01042,C0026836,0.1607,UMLS,LapRLS
DB00440,C0853225,0.1607,UMLS,LapRLS
DB01250,C0043352,0.1607,UMLS,LapRLS
DB00996,C2937358,0.1606,HPO,LapRLS
DB01150,C0018681,0.1606,UMLS,LapRLS
DB06774,C0744403,0.1606,UMLS,LapRLS
DB01236,C0702166,0.1606,HPO,LapRLS
DB00855,C0080203,0.1606,UMLS,LapRLS
DB00644,C0231528,0.1606,UMLS,LapRLS
DB00828,C0012569,0.1606,UMLS,LapRLS
DB01236,C0011615,0.1606,UMLS,LapRLS
DB00964,C0003467,0.1606,UMLS,LapRLS
DB00659,C0026946,0.1606,UMLS,LapRLS
DB06594,C0948594,0.1605,UMLS,LapRLS
DB00369,C0017086,0.1605,HPO,GIP
DB01189,C0004509,0.1605,HPO,LapRLS
DB00478,C0026961,0.1605,HPO,LapRLS
DB08931,C0854706,0.1605,UMLS,LapRLS
DB00130,C0085628,0.1605,UMLS,LapRLS
DB00900,C0027497,0.1605,HPO,LapRLS
DB00215,C0456909,0.1605,UMLS,LapRLS
DB00640,C0026836,0.1605,UMLS,LapRLS
DB04572,C0018965,0.1605,UMLS,LapRLS
DB04839,C0333516,0.1605,UMLS,LapRLS
DB00458,C0013404,0.1605,UMLS,LapRLS
DB00641,C0151735,0.1605,UMLS,LapRLS
DB00597,C0018418,0.1605,HPO,LapRLS
DB06243,C0231528,0.1605,HPO,LapRLS
DB00828,C0853225,0.1605,UMLS,LapRLS
DB01050,C0917801,0.1604,UMLS,LapRLS
DB00316,C0014868,0.1604,UMLS,LapRLS
DB00246,C0231218,0.1604,UMLS,LapRLS
DB00215,C0521991,0.1604,UMLS,LapRLS
DB01009,C0012833,0.1604,UMLS,LapRLS
DB06261,C0235431,0.1604,UMLS,LapRLS
DB04572,C0030193,0.1604,UMLS,LapRLS
DB00125,C0004134,0.1604,HPO,LapRLS
DB00215,C0030920,0.1604,UMLS,LapRLS
DB11180,C0035243,0.1604,HPO,LapRLS
DB00544,C0040264,0.1604,HPO,LapRLS
DB00727,C0018021,0.1604,HPO,LapRLS
DB06698,C0392025,0.1604,UMLS,LapRLS
DB01186,C0015672,0.1604,HPO,LapRLS
DB01008,C0001807,0.1603,UMLS,LapRLS
DB00612,C1442903,0.1603,HPO,GIP
DB00915,C0243026,0.1603,UMLS,LapRLS
DB00938,C0013395,0.1603,UMLS,LapRLS
DB11641,C0011603,0.1603,UMLS,LapRLS
DB00753,C0004134,0.1603,UMLS,LapRLS
DB00727,C0018801,0.1603,UMLS,LapRLS
DB01019,C0242350,0.1603,HPO,LapRLS
DB06261,C0029882,0.1603,HPO,LapRLS
DB11180,C0376545,0.1603,HPO,LapRLS
DB06698,C0042571,0.1603,UMLS,LapRLS
DB00334,C0232462,0.1603,UMLS,LapRLS
DB00130,C0013295,0.1603,HPO,LapRLS
DB00313,C0497156,0.1603,HPO,LapRLS
DB01586,C2225524,0.1602,HPO,GIP
DB01036,C0015967,0.1602,HPO,GIP
DB01008,C0086439,0.1602,UMLS,LapRLS
DB04572,C0026826,0.1602,UMLS,LapRLS
DB01179,C0020517,0.1602,UMLS,LapRLS
DB00280,C0027497,0.1602,UMLS,LapRLS
DB00182,C0085584,0.1602,UMLS,LapRLS
DB00659,C0024115,0.1602,UMLS,LapRLS
DB00215,C0700613,0.1602,UMLS,LapRLS
DB08823,C0015230,0.1602,UMLS,LapRLS
DB01220,C0011991,0.1602,HPO,LapRLS
DB06261,C0026961,0.1602,HPO,LapRLS
DB00720,C0392525,0.1602,UMLS,LapRLS
DB01236,C0002170,0.1602,HPO,LapRLS
DB00720,C0162285,0.1602,HPO,LapRLS
DB00666,C0011991,0.1602,HPO,LapRLS
DB00804,C0027343,0.1601,HPO,GIP
DB00472,C0152032,0.1601,UMLS,LapRLS
DB00230,C0410918,0.1601,UMLS,LapRLS
DB00478,C0013384,0.1601,UMLS,LapRLS
DB01219,C0015672,0.1601,UMLS,LapRLS
DB04572,C0027769,0.1601,UMLS,LapRLS
DB00740,C0009806,0.1601,UMLS,LapRLS
DB01179,C0015230,0.1601,UMLS,LapRLS
DB00659,C0231856,0.1601,HPO,LapRLS
DB00597,C0043094,0.1601,UMLS,LapRLS
DB11180,C0043144,0.1601,HPO,LapRLS
DB01043,C0002874,0.1601,HPO,LapRLS
DB00597,C0030193,0.1601,HPO,LapRLS
DB06698,C0442874,0.1601,HPO,LapRLS
DB00182,C0042024,0.1601,UMLS,LapRLS
DB00978,C0040034,0.16,UMLS,LapRLS
DB00738,C0587246,0.16,HPO,GIP
DB00669,C0947912,0.16,HPO,GIP
DB08826,C0018681,0.16,HPO,LapRLS
DB00828,C0017979,0.16,HPO,LapRLS
DB00218,C0740380,0.16,UMLS,LapRLS
DB00182,C0149745,0.16,UMLS,LapRLS
DB00130,C0023052,0.16,HPO,LapRLS
DB08819,C0027497,0.16,UMLS,LapRLS
DB00859,C0024282,0.16,HPO,LapRLS
DB01213,C0028960,0.16,UMLS,LapRLS
DB00297,C0853225,0.16,UMLS,LapRLS
DB01591,C0000737,0.16,UMLS,LapRLS
DB06215,C0262365,0.16,UMLS,LapRLS
DB00659,C0151878,0.16,UMLS,LapRLS
DB00996,C0151594,0.16,UMLS,LapRLS
DB00337,C0042029,0.16,UMLS,LapRLS
DB00472,C0700590,0.16,UMLS,LapRLS
DB00659,C0026827,0.1599,UMLS,LapRLS
DB00661,C0002792,0.1599,HPO,GIP
DB00215,C0003950,0.1599,UMLS,LapRLS
DB06261,C0004134,0.1599,UMLS,LapRLS
DB01236,C0151883,0.1599,UMLS,LapRLS
DB01019,C0151849,0.1599,UMLS,LapRLS
DB00125,C0011168,0.1599,UMLS,LapRLS
DB01416,C0023530,0.1599,UMLS,LapRLS
DB00296,C0151790,0.1599,UMLS,LapRLS
DB00963,C0003962,0.1599,HPO,GIP
DB00438,C0011603,0.1599,UMLS,LapRLS
DB06151,C0013362,0.1599,HPO,LapRLS
DB00178,C0030252,0.1599,UMLS,LapRLS
DB01019,C2225524,0.1599,HPO,LapRLS
DB00337,C0037274,0.1599,HPO,LapRLS
DB06287,C0000737,0.1599,HPO,LapRLS
DB01080,C0151798,0.1599,HPO,LapRLS
DB00431,C0027769,0.1599,UMLS,LapRLS
DB01080,C0042075,0.1599,UMLS,LapRLS
DB00996,C0026848,0.1598,HPO,LapRLS
DB01247,C0009088,0.1598,HPO,GIP
DB01043,C0042514,0.1598,HPO,LapRLS
DB00130,C0032326,0.1598,HPO,LapRLS
DB06774,C0917801,0.1598,HPO,LapRLS
DB01216,C0162627,0.1598,HPO,GIP
DB01367,C0033774,0.1598,HPO,LapRLS
DB00290,C0018681,0.1598,UMLS,LapRLS
DB05109,C0011991,0.1598,UMLS,LapRLS
DB00753,C0026837,0.1598,HPO,LapRLS
DB13867,C2939447,0.1598,UMLS,LapRLS
DB00859,C1306341,0.1598,UMLS,LapRLS
DB00529,C0311468,0.1598,UMLS,LapRLS
DB06261,C0007222,0.1598,UMLS,LapRLS
DB13868,C0012833,0.1597,UMLS,LapRLS
DB00478,C0086439,0.1597,UMLS,LapRLS
DB00182,C0151883,0.1597,UMLS,LapRLS
DB06287,C0040034,0.1597,UMLS,LapRLS
DB00316,C0235969,0.1597,UMLS,LapRLS
DB09030,C0018681,0.1597,UMLS,LapRLS
DB04868,C0239940,0.1597,UMLS,LapRLS
DB06698,C0151889,0.1596,HPO,LapRLS
DB00964,C0040264,0.1596,UMLS,LapRLS
DB00859,C0151736,0.1596,UMLS,LapRLS
DB00130,C0002874,0.1596,HPO,LapRLS
DB00264,C0034212,0.1596,HPO,GIP
DB00419,C0010520,0.1596,HPO,GIP
DB06699,C0018681,0.1596,HPO,LapRLS
DB02638,C0009806,0.1596,UMLS,LapRLS
DB05013,C0012833,0.1596,UMLS,LapRLS
DB01080,C0162830,0.1596,UMLS,LapRLS
DB06261,C0027339,0.1596,UMLS,LapRLS
DB06700,C0013395,0.1596,UMLS,LapRLS
DB01131,C0027497,0.1596,UMLS,LapRLS
DB01236,C0034065,0.1596,UMLS,LapRLS
DB00787,C0151735,0.1595,UMLS,LapRLS
DB00227,C0018916,0.1595,HPO,GIP
DB00828,C1456784,0.1595,UMLS,LapRLS
DB00918,C0009806,0.1595,UMLS,LapRLS
DB00431,C0014868,0.1595,UMLS,LapRLS
DB04572,C0035309,0.1595,HPO,LapRLS
DB01080,C0013595,0.1595,UMLS,LapRLS
DB01112,C0011991,0.1595,UMLS,LapRLS
DB12553,C0015230,0.1595,HPO,LapRLS
DB04871,C0015967,0.1595,HPO,LapRLS
DB00125,C0040822,0.1595,HPO,LapRLS
DB01080,C0151878,0.1595,HPO,LapRLS
DB00431,C0345904,0.1595,HPO,LapRLS
DB01008,C0021177,0.1594,UMLS,LapRLS
DB01359,C0042963,0.1594,HPO,LapRLS
DB00995,C0018681,0.1594,UMLS,LapRLS
DB00597,C0018799,0.1594,UMLS,LapRLS
DB08823,C0011603,0.1594,UMLS,LapRLS
DB00369,C0000737,0.1594,UMLS,LapRLS
DB00828,C0878544,0.1594,HPO,LapRLS
DB06698,C0162285,0.1594,HPO,LapRLS
DB00145,C1258215,0.1594,HPO,LapRLS
DB06230,C0011991,0.1594,UMLS,LapRLS
DB01080,C0151603,0.1593,HPO,LapRLS
DB00709,C0151905,0.1593,UMLS,LapRLS
DB09041,C0011603,0.1593,UMLS,LapRLS
DB06287,C0002871,0.1593,UMLS,LapRLS
DB08889,C0687713,0.1593,UMLS,LapRLS
DB01019,C0039971,0.1593,UMLS,LapRLS
DB00828,C0018524,0.1593,UMLS,LapRLS
DB00963,C0151529,0.1592,HPO,GIP
DB00395,C0010200,0.1592,HPO,GIP
DB00583,C0007859,0.1592,HPO,LapRLS
DB00313,C0009319,0.1592,UMLS,LapRLS
DB06698,C0237849,0.1592,HPO,LapRLS
DB01236,C0037199,0.1592,UMLS,LapRLS
DB00659,C0151740,0.1592,UMLS,LapRLS
