Drug1,Drug2,Prob,Source,Method
DB09235,DB00598,0.3333,CRD,semEP
DB09555,DB06594,0.3333,CRD,semEP
DB01472,DB00788,0.3333,CRD,semEP
DB01170,DB01611,0.3333,CRD,semEP
DB04886,DB00476,0.3333,CRD,semEP
DB01580,DB00400,0.3333,CRD,semEP
DB01577,DB08911,0.3333,CRD,semEP
DB00487,DB00545,0.3333,CRD,semEP
DB00270,DB00749,0.3333,CRD,semEP
DB01241,DB04861,0.3333,CRD,semEP
DB05676,DB04844,0.3333,CRD,semEP
DB05676,DB01191,0.3333,CRD,semEP
DB06685,DB01233,0.3333,CRD,semEP
DB00371,DB00813,0.3333,CRD,semEP
DB00204,DB06594,0.3333,CRD,semEP
DB09083,DB06204,0.3333,CRD,semEP
DB00170,DB00264,0.3333,CRD,semEP
DB06732,DB01411,0.3333,CRD,semEP
DB01117,DB00636,0.3333,CRD,semEP
DB06506,DB05246,0.3333,CRD,semEP
DB06652,DB00264,0.3333,CRD,semEP
DB06594,DB08906,0.3333,CRD,semEP
DB01059,DB01235,0.3333,CRD,semEP
DB03701,DB00191,0.3333,CRD,semEP
DB05294,DB00590,0.3333,CRD,semEP
DB06282,DB00191,0.3333,CRD,semEP
DB00204,DB01580,0.3333,CRD,semEP
DB00572,DB01023,0.3333,CRD,semEP
DB11901,DB04861,0.3333,CRD,semEP
DB01349,DB01035,0.3333,CRD,semEP
DB00264,DB00938,0.3333,CRD,semEP
DB00805,DB01590,0.3333,CRD,semEP
DB01176,DB09289,0.3333,CRD,semEP
DB00736,DB00788,0.3333,CRD,semEP
DB09166,DB01107,0.3333,CRD,semEP
DB00393,DB01069,0.3333,CRD,semEP
DB06264,DB00361,0.3333,CRD,semEP
DB06708,DB01283,0.3333,CRD,semEP
DB00523,DB05239,0.3333,CRD,semEP
DB00371,DB06678,0.3333,CRD,semEP
DB00523,DB01096,0.3333,CRD,semEP
DB00264,DB01165,0.3333,CRD,semEP
DB00574,DB06700,0.3333,CRD,semEP
DB00860,DB00394,0.3333,CRD,semEP
DB00371,DB06174,0.3333,CRD,semEP
DB00523,DB04855,0.3333,CRD,semEP
DB01117,DB00934,0.3333,CRD,semEP
DB00574,DB09083,0.3333,CRD,semEP
DB05676,DB01176,0.3333,CRD,semEP
DB00528,DB00978,0.3333,CRD,semEP
DB09237,DB04861,0.3333,CRD,semEP
DB01174,DB01035,0.3333,CRD,semEP
DB13139,DB00388,0.3333,CRD,semEP
DB06819,DB06738,0.3333,CRD,semEP
DB09063,DB00264,0.3333,CRD,semEP
DB01117,DB00170,0.3333,CRD,semEP
DB03128,DB00273,0.3333,CRD,semEP
DB06217,DB04977,0.3333,CRD,semEP
DB01176,DB01012,0.3333,CRD,semEP
DB09053,DB06728,0.3333,CRD,semEP
DB00273,DB00788,0.3333,CRD,semEP
DB00773,DB01233,0.3333,CRD,semEP
DB00397,DB08868,0.3333,CRD,semEP
DB01179,DB00323,0.3333,CRD,semEP
DB00281,DB06728,0.3333,CRD,semEP
DB01229,DB01233,0.3333,CRD,semEP
DB01274,DB09082,0.3333,CRD,semEP
DB00476,DB06207,0.3333,CRD,semEP
DB01244,DB00912,0.3333,CRD,semEP
DB00795,DB01107,0.3333,CRD,semEP
DB00182,DB00938,0.3333,CRD,semEP
DB01393,DB00264,0.3333,CRD,semEP
DB00426,DB00787,0.3333,CRD,semEP
DB00204,DB06728,0.3333,CRD,semEP
DB00736,DB00195,0.3333,CRD,semEP
DB00572,DB09236,0.3333,CRD,semEP
DB01580,DB00783,0.3333,CRD,semEP
DB06594,DB01410,0.3333,CRD,semEP
DB00912,DB01274,0.3333,CRD,semEP
DB00371,DB08901,0.3333,CRD,semEP
DB06712,DB01580,0.3333,CRD,semEP
DB01029,DB01244,0.3333,CRD,semEP
DB00795,DB01074,0.3333,CRD,semEP
DB04725,DB00754,0.3333,CRD,semEP
DB00938,DB00211,0.3333,CRD,semEP
DB01094,DB06738,0.3333,CRD,semEP
DB06728,DB09236,0.3333,CRD,semEP
DB00393,DB03128,0.3333,CRD,semEP
DB11581,DB00323,0.3333,CRD,semEP
DB01171,DB12001,0.3333,CRD,semEP
DB06264,DB00938,0.3333,CRD,semEP
DB01056,DB01587,0.3333,CRD,semEP
DB04844,DB06174,0.3333,CRD,semEP
DB09224,DB09230,0.3333,CRD,semEP
DB09235,DB01235,0.3333,CRD,semEP
DB01429,DB06207,0.3333,CRD,semEP
DB06207,DB01069,0.3333,CRD,semEP
DB11691,DB04844,0.3333,CRD,semEP
DB11712,DB00715,0.3333,CRD,semEP
DB00813,DB01107,0.3333,CRD,semEP
DB06217,DB06700,0.3333,CRD,semEP
DB00574,DB00780,0.3333,CRD,semEP
DB06727,DB01220,0.3333,CRD,semEP
DB01611,DB08911,0.3333,CRD,semEP
DB09148,DB06800,0.3333,CRD,semEP
DB00805,DB01194,0.3333,CRD,semEP
DB14185,DB01176,0.3333,CRD,semEP
DB09296,DB01035,0.3333,CRD,semEP
DB00938,DB00195,0.3333,CRD,semEP
DB00754,DB00814,0.3333,CRD,semEP
DB09231,DB01274,0.3333,CRD,semEP
DB06506,DB01264,0.3333,CRD,semEP
DB00283,DB06264,0.3333,CRD,semEP
DB00523,DB09236,0.3333,CRD,semEP
DB00476,DB09289,0.3333,CRD,semEP
DB01171,DB06282,0.3333,CRD,semEP
DB06727,DB00862,0.3333,CRD,semEP
DB06685,DB00598,0.3333,CRD,semEP
DB09223,DB00598,0.3333,CRD,semEP
DB01429,DB01056,0.3333,CRD,semEP
DB01562,DB09083,0.3333,CRD,semEP
DB00607,DB09224,0.3333,CRD,semEP
DB01054,DB01107,0.3333,CRD,semEP
DB00371,DB01182,0.3333,CRD,semEP
DB01562,DB01194,0.3333,CRD,semEP
DB06594,DB00864,0.3333,CRD,semEP
DB08882,DB01191,0.3333,CRD,semEP
DB00865,DB03128,0.3333,CRD,semEP
DB04840,DB00745,0.3333,CRD,semEP
DB01094,DB00211,0.3333,CRD,semEP
DB08804,DB06412,0.3333,CRD,semEP
DB00520,DB06217,0.3333,CRD,semEP
DB09229,DB04861,0.3333,CRD,semEP
DB08910,DB11611,0.3333,CRD,semEP
DB00715,DB09073,0.3333,CRD,semEP
DB01233,DB06207,0.3333,CRD,semEP
DB00285,DB00487,0.3333,CRD,semEP
DB01577,DB00780,0.3333,CRD,semEP
DB11574,DB00191,0.3333,CRD,semEP
DB00865,DB04844,0.3333,CRD,semEP
DB05294,DB01611,0.3333,CRD,semEP
DB00388,DB00598,0.3333,CRD,semEP
DB11828,DB00476,0.3333,CRD,semEP
DB01191,DB01319,0.3333,CRD,semEP
DB01577,DB00554,0.3333,CRD,semEP
DB01176,DB11915,0.3333,CRD,semEP
DB00704,DB01065,0.3333,CRD,semEP
DB00570,DB00323,0.3333,CRD,semEP
DB08896,DB01233,0.3333,CRD,semEP
DB00668,DB00211,0.3333,CRD,semEP
DB00805,DB09232,0.3333,CRD,semEP
DB06594,DB01183,0.3333,CRD,semEP
DB08820,DB01191,0.3333,CRD,semEP
DB00715,DB09230,0.3333,CRD,semEP
DB01218,DB00749,0.3333,CRD,semEP
DB00191,DB12267,0.3333,CRD,semEP
DB06594,DB00353,0.3333,CRD,semEP
DB06506,DB00554,0.3333,CRD,semEP
DB00655,DB00264,0.3333,CRD,semEP
DB00754,DB08901,0.3333,CRD,semEP
DB01117,DB01105,0.3333,CRD,semEP
DB03128,DB01320,0.3333,CRD,semEP
DB00755,DB01094,0.3333,CRD,semEP
DB05676,DB00371,0.3333,CRD,semEP
DB00254,DB04861,0.3333,CRD,semEP
DB06264,DB08820,0.3333,CRD,semEP
DB01394,DB00195,0.3333,CRD,semEP
DB02300,DB13946,0.3333,CRD,semEP
DB01176,DB09230,0.3333,CRD,semEP
DB11611,DB05246,0.3333,CRD,semEP
DB00872,DB00598,0.3333,CRD,semEP
DB00869,DB01577,0.3333,CRD,semEP
DB01059,DB06204,0.3333,CRD,semEP
DB00574,DB11901,0.3333,CRD,semEP
DB01411,DB00598,0.3333,CRD,semEP
DB01035,DB11712,0.3333,CRD,semEP
DB08896,DB01577,0.3333,CRD,semEP
DB00622,DB01056,0.3333,CRD,semEP
DB09078,DB01065,0.3333,CRD,semEP
DB01094,DB06731,0.3333,CRD,semEP
DB01170,DB01107,0.3333,CRD,semEP
DB01369,DB01274,0.3333,CRD,semEP
DB09083,DB00191,0.3333,CRD,semEP
DB01213,DB09123,0.3333,CRD,semEP
DB00572,DB00869,0.3333,CRD,semEP
DB06264,DB00270,0.3333,CRD,semEP
DB00574,DB09229,0.3333,CRD,semEP
DB09166,DB09224,0.3333,CRD,semEP
DB01369,DB00323,0.3333,CRD,semEP
DB00523,DB11915,0.3333,CRD,semEP
DB00956,DB00788,0.3333,CRD,semEP
DB01253,DB01065,0.3333,CRD,semEP
DB00795,DB00339,0.3333,CRD,semEP
DB00612,DB06731,0.3333,CRD,semEP
DB01171,DB05676,0.3333,CRD,semEP
DB00607,DB00598,0.3333,CRD,semEP
DB08881,DB00323,0.3333,CRD,semEP
DB14010,DB01253,0.3333,CRD,semEP
DB09296,DB01244,0.3333,CRD,semEP
DB09082,DB11611,0.3333,CRD,semEP
DB06212,DB01171,0.3333,CRD,semEP
DB01171,DB01268,0.3333,CRD,semEP
DB08820,DB06204,0.3333,CRD,semEP
DB00476,DB08860,0.3333,CRD,semEP
DB00191,DB05246,0.3333,CRD,semEP
DB00337,DB00788,0.3333,CRD,semEP
DB00371,DB09083,0.3333,CRD,semEP
DB03128,DB09289,0.3333,CRD,semEP
DB06727,DB01590,0.3333,CRD,semEP
DB01274,DB01275,0.3333,CRD,semEP
DB00371,DB01094,0.3333,CRD,semEP
DB01098,DB01577,0.3333,CRD,semEP
DB08827,DB01233,0.3333,CRD,semEP
DB13141,DB01562,0.3333,CRD,semEP
DB00805,DB00872,0.3333,CRD,semEP
DB00397,DB00983,0.3333,CRD,semEP
DB01045,DB04861,0.3333,CRD,semEP
DB03128,DB01198,0.3333,CRD,semEP
DB00869,DB03128,0.3333,CRD,semEP
DB08911,DB00590,0.3333,CRD,semEP
DB11737,DB06204,0.3333,CRD,semEP
DB00997,DB00788,0.3333,CRD,semEP
DB00481,DB00264,0.3333,CRD,semEP
DB06732,DB08820,0.3333,CRD,semEP
DB01069,DB00401,0.3333,CRD,semEP
DB01176,DB05239,0.3333,CRD,semEP
DB06772,DB00476,0.3333,CRD,semEP
DB01035,DB01094,0.3333,CRD,semEP
DB14010,DB00320,0.3333,CRD,semEP
DB00368,DB00598,0.3333,CRD,semEP
DB01580,DB00273,0.3333,CRD,semEP
DB00865,DB11611,0.3333,CRD,semEP
DB00469,DB00612,0.3333,CRD,semEP
DB04886,DB00191,0.3333,CRD,semEP
DB00589,DB08860,0.3333,CRD,semEP
DB01611,DB06209,0.3333,CRD,semEP
DB00476,DB00636,0.3333,CRD,semEP
DB00983,DB06207,0.3333,CRD,semEP
DB00997,DB06728,0.3333,CRD,semEP
DB00864,DB01069,0.3333,CRD,semEP
DB00912,DB00983,0.3333,CRD,semEP
DB00204,DB03128,0.3333,CRD,semEP
DB00754,DB00973,0.3333,CRD,semEP
DB00983,DB06212,0.3333,CRD,semEP
DB06605,DB01580,0.3333,CRD,semEP
DB03128,DB00636,0.3333,CRD,semEP
DB00397,DB00938,0.3333,CRD,semEP
DB01429,DB00371,0.3333,CRD,semEP
DB01213,DB03756,0.3333,CRD,semEP
DB01117,DB00523,0.3333,CRD,semEP
DB06819,DB00865,0.3333,CRD,semEP
DB00567,DB00754,0.3333,CRD,semEP
DB00814,DB06691,0.3333,CRD,semEP
DB08820,DB01405,0.3333,CRD,semEP
DB06652,DB01233,0.3333,CRD,semEP
DB09082,DB00598,0.3333,CRD,semEP
DB06217,DB09063,0.3333,CRD,semEP
DB00628,DB00788,0.3333,CRD,semEP
DB08911,DB11611,0.3333,CRD,semEP
DB00523,DB01054,0.3333,CRD,semEP
DB01472,DB00397,0.3333,CRD,semEP
DB06207,DB00983,0.3333,CRD,semEP
DB01611,DB09063,0.3333,CRD,semEP
DB01253,DB00598,0.3333,CRD,semEP
DB00917,DB00741,0.3333,CRD,semEP
DB06594,DB00589,0.3333,CRD,semEP
DB09078,DB01191,0.3333,CRD,semEP
DB04934,DB01056,0.3333,CRD,semEP
DB00393,DB01580,0.3333,CRD,semEP
DB01580,DB01320,0.3333,CRD,semEP
DB01179,DB00195,0.3333,CRD,semEP
DB00476,DB04977,0.3333,CRD,semEP
DB06731,DB00264,0.3333,CRD,semEP
DB06616,DB04861,0.3333,CRD,semEP
DB01191,DB01194,0.3333,CRD,semEP
DB01191,DB06207,0.3333,CRD,semEP
DB06212,DB01035,0.3333,CRD,semEP
DB06594,DB01253,0.3333,CRD,semEP
DB06267,DB01235,0.3333,CRD,semEP
DB01394,DB01577,0.3333,CRD,semEP
DB00523,DB01590,0.3333,CRD,semEP
DB06616,DB00195,0.3333,CRD,semEP
DB00170,DB00545,0.3333,CRD,semEP
DB08896,DB04861,0.3333,CRD,semEP
DB01056,DB04855,0.3333,CRD,semEP
DB00820,DB00983,0.3333,CRD,semEP
DB01577,DB03701,0.3333,CRD,semEP
DB00481,DB00191,0.3333,CRD,semEP
DB01035,DB01253,0.3333,CRD,semEP
DB01176,DB00683,0.3333,CRD,semEP
DB04905,DB06594,0.3333,CRD,semEP
DB00805,DB01411,0.3333,CRD,semEP
DB06691,DB01320,0.3333,CRD,semEP
DB01559,DB01235,0.3333,CRD,semEP
DB01580,DB01418,0.3333,CRD,semEP
DB00523,DB00959,0.3333,CRD,semEP
DB00328,DB00476,0.3333,CRD,semEP
DB01069,DB00278,0.3333,CRD,semEP
DB00655,DB01437,0.3333,CRD,semEP
DB09143,DB01244,0.3333,CRD,semEP
DB00545,DB00323,0.3333,CRD,semEP
DB01254,DB01233,0.3333,CRD,semEP
DB01437,DB00278,0.3333,CRD,semEP
DB00607,DB09076,0.3333,CRD,semEP
DB09076,DB03701,0.3333,CRD,semEP
DB08820,DB01233,0.3333,CRD,semEP
DB06204,DB06700,0.3333,CRD,semEP
DB00520,DB01580,0.3333,CRD,semEP
DB01176,DB00270,0.3333,CRD,semEP
DB00204,DB00574,0.3333,CRD,semEP
DB01171,DB09082,0.3333,CRD,semEP
DB05804,DB00169,0.3333,CRD,semEP
DB00869,DB08846,0.3333,CRD,semEP
DB00574,DB06731,0.3333,CRD,semEP
DB01213,DB00339,0.3333,CRD,semEP
DB01035,DB00353,0.3333,CRD,semEP
DB00537,DB01069,0.3333,CRD,semEP
DB09223,DB01107,0.3333,CRD,semEP
DB00211,DB09083,0.3333,CRD,semEP
DB00273,DB01235,0.3333,CRD,semEP
DB01394,DB01235,0.3333,CRD,semEP
DB01002,DB01096,0.3333,CRD,semEP
DB00759,DB00715,0.3333,CRD,semEP
DB12026,DB01233,0.3333,CRD,semEP
DB01611,DB01264,0.3333,CRD,semEP
DB06691,DB06207,0.3333,CRD,semEP
DB12483,DB00715,0.3333,CRD,semEP
DB14010,DB00248,0.3333,CRD,semEP
DB00446,DB01235,0.3333,CRD,semEP
DB06616,DB01283,0.3333,CRD,semEP
DB06506,DB00545,0.3333,CRD,semEP
DB01395,DB06419,0.3333,CRD,semEP
DB09231,DB01069,0.3333,CRD,semEP
DB06212,DB06691,0.3333,CRD,semEP
DB09083,DB00934,0.3333,CRD,semEP
DB01241,DB00211,0.3333,CRD,semEP
DB00593,DB01107,0.3333,CRD,semEP
DB06217,DB09083,0.3333,CRD,semEP
DB06282,DB03128,0.3333,CRD,semEP
DB00182,DB00794,0.3333,CRD,semEP
DB04725,DB01275,0.3333,CRD,semEP
DB01075,DB06282,0.3333,CRD,semEP
DB01233,DB01320,0.3333,CRD,semEP
DB01259,DB00476,0.3333,CRD,semEP
DB00211,DB00636,0.3333,CRD,semEP
DB00773,DB01580,0.3333,CRD,semEP
DB00204,DB00191,0.3333,CRD,semEP
DB04844,DB01105,0.3333,CRD,semEP
DB01001,DB00191,0.3333,CRD,semEP
DB09289,DB01069,0.3333,CRD,semEP
DB01030,DB01191,0.3333,CRD,semEP
DB14185,DB01065,0.3333,CRD,semEP
DB06212,DB01056,0.3333,CRD,semEP
DB06678,DB13941,0.3333,CRD,semEP
DB00204,DB01577,0.3333,CRD,semEP
DB09083,DB01065,0.3333,CRD,semEP
DB01218,DB01405,0.3333,CRD,semEP
DB00485,DB11611,0.3333,CRD,semEP
DB00204,DB01064,0.3333,CRD,semEP
DB11779,DB04861,0.3333,CRD,semEP
DB09078,DB05219,0.3333,CRD,semEP
DB03701,DB06204,0.3333,CRD,semEP
DB09223,DB00264,0.3333,CRD,semEP
DB01222,DB00394,0.3333,CRD,semEP
DB00984,DB00390,0.3333,CRD,semEP
DB01429,DB00353,0.3333,CRD,semEP
DB04886,DB00211,0.3333,CRD,semEP
DB01244,DB01320,0.3333,CRD,semEP
DB00446,DB00397,0.3333,CRD,semEP
DB00820,DB01233,0.3333,CRD,semEP
DB01392,DB00749,0.3333,CRD,semEP
DB05246,DB00668,0.3333,CRD,semEP
DB00973,DB00983,0.3333,CRD,semEP
DB00989,DB06728,0.3333,CRD,semEP
DB06217,DB09232,0.3333,CRD,semEP
DB00368,DB00289,0.3333,CRD,semEP
DB00402,DB01577,0.3333,CRD,semEP
DB00170,DB03128,0.3333,CRD,semEP
DB00715,DB01590,0.3333,CRD,semEP
DB01094,DB00983,0.3333,CRD,semEP
DB00182,DB01105,0.3333,CRD,semEP
DB01176,DB01587,0.3333,CRD,semEP
DB11828,DB06204,0.3333,CRD,semEP
DB01437,DB00912,0.3333,CRD,semEP
DB00608,DB00978,0.3333,CRD,semEP
DB00170,DB01577,0.3333,CRD,semEP
DB00607,DB04861,0.3333,CRD,semEP
DB00574,DB00549,0.3333,CRD,semEP
DB01611,DB00636,0.3333,CRD,semEP
DB06264,DB00973,0.3333,CRD,semEP
DB00295,DB00572,0.3333,CRD,semEP
DB00280,DB06204,0.3333,CRD,semEP
DB01764,DB00598,0.3333,CRD,semEP
DB00773,DB01235,0.3333,CRD,semEP
DB08909,DB01060,0.3333,CRD,semEP
DB04725,DB01206,0.3333,CRD,semEP
DB06594,DB04829,0.3333,CRD,semEP
DB00773,DB06204,0.3333,CRD,semEP
DB00328,DB00608,0.3333,CRD,semEP
DB06264,DB00317,0.3333,CRD,semEP
DB04855,DB00323,0.3333,CRD,semEP
DB06594,DB00211,0.3333,CRD,semEP
DB01562,DB00696,0.3333,CRD,semEP
DB09224,DB06652,0.3333,CRD,semEP
DB09065,DB00788,0.3333,CRD,semEP
DB00204,DB00264,0.3333,CRD,semEP
DB00353,DB00598,0.3333,CRD,semEP
DB01466,DB05229,0.3333,CRD,semEP
DB01611,DB11828,0.3333,CRD,semEP
DB00191,DB06207,0.3333,CRD,semEP
DB06684,DB01065,0.3333,CRD,semEP
DB00393,DB01233,0.3333,CRD,semEP
DB00162,DB02300,0.3333,CRD,semEP
DB01283,DB05239,0.3333,CRD,semEP
DB09297,DB06264,0.3333,CRD,semEP
DB00481,DB00323,0.3333,CRD,semEP
DB06217,DB06207,0.3333,CRD,semEP
DB08910,DB01233,0.3333,CRD,semEP
DB00481,DB00934,0.3333,CRD,semEP
DB11779,DB01107,0.3333,CRD,semEP
DB01213,DB00433,0.3333,CRD,semEP
DB01248,DB00195,0.3333,CRD,semEP
DB06264,DB01410,0.3333,CRD,semEP
DB13132,DB00959,0.3333,CRD,semEP
DB01268,DB00788,0.3333,CRD,semEP
DB01056,DB06370,0.3333,CRD,semEP
DB06212,DB06678,0.3333,CRD,semEP
DB00353,DB01065,0.3333,CRD,semEP
DB00523,DB06700,0.3333,CRD,semEP
DB06652,DB09076,0.3333,CRD,semEP
DB06594,DB00433,0.3333,CRD,semEP
DB06717,DB01274,0.3333,CRD,semEP
DB01176,DB00358,0.3333,CRD,semEP
DB00433,DB01056,0.3333,CRD,semEP
DB01259,DB01235,0.3333,CRD,semEP
DB06290,DB01562,0.3333,CRD,semEP
DB00795,DB06204,0.3333,CRD,semEP
DB01035,DB08820,0.3333,CRD,semEP
DB01065,DB09291,0.3333,CRD,semEP
DB00813,DB01056,0.3333,CRD,semEP
DB00339,DB09256,0.3333,CRD,semEP
DB06691,DB06209,0.3333,CRD,semEP
DB09297,DB00572,0.3333,CRD,semEP
DB04946,DB00323,0.3333,CRD,semEP
DB01094,DB00545,0.3333,CRD,semEP
DB06264,DB06685,0.3333,CRD,semEP
DB11921,DB00195,0.3333,CRD,semEP
DB09555,DB08860,0.3333,CRD,semEP
DB14010,DB08820,0.3333,CRD,semEP
DB00514,DB06264,0.3333,CRD,semEP
DB00567,DB00572,0.3333,CRD,semEP
DB06728,DB06290,0.3333,CRD,semEP
DB00574,DB01065,0.3333,CRD,semEP
DB13141,DB00476,0.3333,CRD,semEP
DB00778,DB06204,0.3333,CRD,semEP
DB00255,DB00211,0.3333,CRD,semEP
DB06264,DB06370,0.3333,CRD,semEP
DB00255,DB06731,0.3333,CRD,semEP
DB00805,DB08860,0.3333,CRD,semEP
DB08820,DB00323,0.3333,CRD,semEP
DB08907,DB00934,0.3333,CRD,semEP
DB12483,DB09076,0.3333,CRD,semEP
DB01611,DB09231,0.3333,CRD,semEP
DB00371,DB06685,0.3333,CRD,semEP
DB01233,DB00278,0.3333,CRD,semEP
DB06264,DB00690,0.3333,CRD,semEP
DB01176,DB00865,0.3333,CRD,semEP
DB09082,DB01191,0.3333,CRD,semEP
DB00204,DB06819,0.3333,CRD,semEP
DB11641,DB09076,0.3333,CRD,semEP
DB01117,DB09224,0.3333,CRD,semEP
DB01035,DB08910,0.3333,CRD,semEP
DB08912,DB00195,0.3333,CRD,semEP
DB09232,DB01069,0.3333,CRD,semEP
DB00368,DB13139,0.3333,CRD,semEP
DB00795,DB00668,0.3333,CRD,semEP
DB08912,DB04861,0.3333,CRD,semEP
DB01094,DB00598,0.3333,CRD,semEP
DB00715,DB06636,0.3333,CRD,semEP
DB06717,DB01176,0.3333,CRD,semEP
DB01056,DB09083,0.3333,CRD,semEP
DB06727,DB01264,0.3333,CRD,semEP
DB00523,DB01268,0.3333,CRD,semEP
DB00195,DB00309,0.3333,CRD,semEP
DB01405,DB00185,0.3333,CRD,semEP
DB00559,DB06264,0.3333,CRD,semEP
DB00804,DB00858,0.3333,CRD,semEP
DB01176,DB08901,0.3333,CRD,semEP
DB01244,DB00549,0.3333,CRD,semEP
DB01177,DB01179,0.3333,CRD,semEP
DB00371,DB01096,0.3333,CRD,semEP
DB01127,DB00191,0.3333,CRD,semEP
DB00608,DB11967,0.3333,CRD,semEP
DB00794,DB01437,0.3333,CRD,semEP
DB08865,DB00598,0.3333,CRD,semEP
DB00426,DB00577,0.3333,CRD,semEP
DB14010,DB00353,0.3333,CRD,semEP
DB06636,DB00598,0.3333,CRD,semEP
DB00607,DB01233,0.3333,CRD,semEP
DB00195,DB01559,0.3333,CRD,semEP
DB09076,DB00401,0.3333,CRD,semEP
DB00476,DB12267,0.3333,CRD,semEP
DB09297,DB06204,0.3333,CRD,semEP
DB01274,DB00545,0.3333,CRD,semEP
DB01429,DB01170,0.3333,CRD,semEP
DB14010,DB11828,0.3333,CRD,semEP
DB06728,DB00865,0.3333,CRD,semEP
DB01764,DB00195,0.3333,CRD,semEP
DB09232,DB03128,0.3333,CRD,semEP
DB00523,DB06684,0.3333,CRD,semEP
DB00476,DB01411,0.3333,CRD,semEP
DB01030,DB04861,0.3333,CRD,semEP
DB01170,DB01429,0.3333,CRD,semEP
DB01094,DB01233,0.3333,CRD,semEP
DB00371,DB00476,0.3333,CRD,semEP
DB01580,DB08846,0.3333,CRD,semEP
DB01349,DB06727,0.3333,CRD,semEP
DB01394,DB01580,0.3333,CRD,semEP
DB06264,DB00454,0.3333,CRD,semEP
DB06708,DB06732,0.3333,CRD,semEP
DB00755,DB04844,0.3333,CRD,semEP
DB09231,DB01191,0.3333,CRD,semEP
DB01213,DB01193,0.3333,CRD,semEP
DB00324,DB05804,0.3333,CRD,semEP
DB04861,DB00554,0.3333,CRD,semEP
DB00795,DB00195,0.3333,CRD,semEP
DB01263,DB03128,0.3333,CRD,semEP
DB00318,DB05219,0.3333,CRD,semEP
DB00487,DB13941,0.3333,CRD,semEP
DB04905,DB06731,0.3333,CRD,semEP
DB00337,DB01191,0.3333,CRD,semEP
DB06264,DB01220,0.3333,CRD,semEP
DB00648,DB03128,0.3333,CRD,semEP
DB01035,DB00865,0.3333,CRD,semEP
DB00528,DB00323,0.3333,CRD,semEP
DB01263,DB00598,0.3333,CRD,semEP
DB00574,DB01105,0.3333,CRD,semEP
DB03128,DB00278,0.3333,CRD,semEP
DB01437,DB01275,0.3333,CRD,semEP
DB01587,DB06691,0.3333,CRD,semEP
DB09224,DB00938,0.3333,CRD,semEP
DB09078,DB00191,0.3333,CRD,semEP
DB00323,DB01167,0.3333,CRD,semEP
DB01577,DB00273,0.3333,CRD,semEP
DB06264,DB03701,0.3333,CRD,semEP
DB01029,DB01107,0.3333,CRD,semEP
DB01259,DB03128,0.3333,CRD,semEP
DB06731,DB00316,0.3333,CRD,semEP
DB14010,DB06616,0.3333,CRD,semEP
DB01349,DB06204,0.3333,CRD,semEP
DB01096,DB05246,0.3333,CRD,semEP
DB00446,DB00195,0.3333,CRD,semEP
DB00608,DB00371,0.3333,CRD,semEP
DB01029,DB06727,0.3333,CRD,semEP
DB01054,DB01577,0.3333,CRD,semEP
DB06212,DB01233,0.3333,CRD,semEP
DB09223,DB00476,0.3333,CRD,semEP
DB00795,DB00612,0.3333,CRD,semEP
DB00368,DB01001,0.3333,CRD,semEP
DB00469,DB09232,0.3333,CRD,semEP
DB01035,DB00549,0.3333,CRD,semEP
DB00795,DB01069,0.3333,CRD,semEP
DB09232,DB00934,0.3333,CRD,semEP
DB14010,DB06207,0.3333,CRD,semEP
DB01054,DB09076,0.3333,CRD,semEP
DB01611,DB01590,0.3333,CRD,semEP
DB04840,DB06413,0.3333,CRD,semEP
DB11632,DB04861,0.3333,CRD,semEP
DB00248,DB00715,0.3333,CRD,semEP
DB06264,DB09076,0.3333,CRD,semEP
DB00470,DB05229,0.3333,CRD,semEP
DB00264,DB00278,0.3333,CRD,semEP
DB00572,DB01259,0.3333,CRD,semEP
DB09083,DB01235,0.3333,CRD,semEP
DB09296,DB01069,0.3333,CRD,semEP
DB00668,DB00182,0.3333,CRD,semEP
DB00865,DB01191,0.3333,CRD,semEP
DB00805,DB00337,0.3333,CRD,semEP
DB00762,DB06204,0.3333,CRD,semEP
DB00264,DB11613,0.3333,CRD,semEP
DB00877,DB01107,0.3333,CRD,semEP
DB00934,DB00554,0.3333,CRD,semEP
DB00339,DB00211,0.3333,CRD,semEP
DB01472,DB00255,0.3333,CRD,semEP
DB00612,DB01094,0.3333,CRD,semEP
DB13919,DB00934,0.3333,CRD,semEP
DB09232,DB00195,0.3333,CRD,semEP
DB01764,DB03128,0.3333,CRD,semEP
DB01137,DB11611,0.3333,CRD,semEP
DB09229,DB01191,0.3333,CRD,semEP
DB11943,DB01233,0.3333,CRD,semEP
DB00715,DB01263,0.3333,CRD,semEP
DB00780,DB00191,0.3333,CRD,semEP
DB00865,DB01235,0.3333,CRD,semEP
DB01200,DB09076,0.3333,CRD,semEP
DB00433,DB03756,0.3333,CRD,semEP
DB00446,DB00699,0.3333,CRD,semEP
DB00795,DB00857,0.3333,CRD,semEP
DB01562,DB01411,0.3333,CRD,semEP
DB00365,DB06204,0.3333,CRD,semEP
DB01580,DB00636,0.3333,CRD,semEP
DB09083,DB01191,0.3333,CRD,semEP
DB00805,DB08896,0.3333,CRD,semEP
DB01171,DB00481,0.3333,CRD,semEP
DB01244,DB06207,0.3333,CRD,semEP
DB14010,DB00865,0.3333,CRD,semEP
DB00754,DB12026,0.3333,CRD,semEP
