Drug1,Drug2,Prob,Method
DB00478,C2937350,0.201,LapRLS
DB01019,C0520966,0.201,LapRLS
DB00478,C0018926,0.2009,LapRLS
DB00478,C0037199,0.2009,LapRLS
DB04572,C0542571,0.2009,LapRLS
DB00753,C0004144,0.2009,LapRLS
DB00720,C0035304,0.2008,LapRLS
DB04572,C0028738,0.2008,LapRLS
DB00478,C0011606,0.2008,LapRLS
DB00727,C0392525,0.2008,LapRLS
DB00828,C0004238,0.2008,LapRLS
DB01043,C0002418,0.2008,LapRLS
DB11180,C0013384,0.2006,LapRLS
DB01019,C0014457,0.2006,LapRLS
DB06261,C0033860,0.2006,LapRLS
DB00583,C0575081,0.2005,LapRLS
DB11180,C0023052,0.2005,LapRLS
DB01008,C0015732,0.2004,LapRLS
DB01236,C0000731,0.2003,LapRLS
DB00431,C0035309,0.2003,LapRLS
DB00478,C3665386,0.2002,LapRLS
DB00431,C0033860,0.2001,LapRLS
DB00313,C0030305,0.2001,LapRLS
DB00431,C0029408,0.2001,LapRLS
DB01008,C0013428,0.2,LapRLS
DB00544,C0011991,0.1999,LapRLS
DB11180,C0031039,0.1997,LapRLS
DB00597,C0018099,0.1997,LapRLS
DB00130,C0151878,0.1997,LapRLS
DB06151,C0019079,0.1997,LapRLS
DB00583,C0009319,0.1997,LapRLS
DB00544,C0033774,0.1996,LapRLS
DB01080,C0024282,0.1996,LapRLS
DB00597,C0017601,0.1995,LapRLS
DB00828,C0030920,0.1995,LapRLS
DB01043,C0014457,0.1993,LapRLS
DB01043,C0028734,0.1993,LapRLS
DB00753,C0008350,0.1992,LapRLS
DB00727,C0018418,0.1992,LapRLS
DB00828,C0037036,0.1991,LapRLS
DB00753,C0042267,0.1991,LapRLS
DB00431,C0004144,0.1991,LapRLS
DB00659,C0023518,0.19899999999999998,LapRLS
DB00597,C0042510,0.19899999999999998,LapRLS
DB01019,C0149745,0.1989,LapRLS
DB06261,C0040046,0.1989,LapRLS
DB01008,C0003962,0.1989,LapRLS
DB00316,C0017152,0.1988,LapRLS
DB04572,C3665347,0.1988,LapRLS
DB06261,C0162429,0.1988,LapRLS
DB01019,C0042963,0.1987,LapRLS
DB00659,C0151517,0.1987,LapRLS
DB06698,C0042510,0.1986,LapRLS
DB00828,C0017675,0.1985,LapRLS
DB00859,C0020625,0.1985,LapRLS
DB00915,C0520966,0.1984,LapRLS
DB00742,C0041834,0.1984,LapRLS
DB00915,C0009319,0.1983,LapRLS
DB01213,C0233763,0.1983,LapRLS
DB01080,C0011849,0.1982,LapRLS
DB06698,C0020676,0.1981,LapRLS
DB01008,C0020676,0.1981,LapRLS
DB00130,C0042345,0.1981,LapRLS
DB06756,C0041834,0.1979,LapRLS
DB06261,C0151827,0.1978,LapRLS
DB00915,C0018965,0.1977,LapRLS
DB06698,C0035304,0.1977,LapRLS
DB00828,C0031039,0.1977,LapRLS
DB04572,C0338831,0.1977,LapRLS
DB06261,C0008325,0.1976,LapRLS
DB00727,C0034186,0.1976,LapRLS
DB06261,C0017601,0.1976,LapRLS
DB01019,C0028734,0.1976,LapRLS
DB00544,C0004604,0.1974,LapRLS
DB00727,C0032326,0.1973,LapRLS
DB00583,C0038358,0.19699999999999998,LapRLS
DB00583,C0011606,0.1969,LapRLS
DB06151,C0037199,0.1969,LapRLS
DB00915,C0020580,0.1969,LapRLS
DB00727,C0026848,0.1968,LapRLS
DB00431,C0008350,0.1968,LapRLS
DB01050,C0008031,0.1968,LapRLS
DB00720,C0027051,0.1967,LapRLS
DB00727,C0002874,0.1967,LapRLS
DB00313,C3665347,0.1965,LapRLS
DB00125,C0028734,0.1965,LapRLS
DB00316,C0162119,0.1965,LapRLS
DB00478,C3665347,0.1964,LapRLS
DB01043,C0024282,0.1964,LapRLS
DB06151,C0042514,0.196,LapRLS
DB00720,C0542571,0.196,LapRLS
DB00313,C0042514,0.1959,LapRLS
DB00316,C0013390,0.1959,LapRLS
DB04572,C0010692,0.1959,LapRLS
DB01008,C0008350,0.1958,LapRLS
DB00828,C0018991,0.1958,LapRLS
DB00431,C0011071,0.1958,LapRLS
DB00529,C0041834,0.1958,LapRLS
DB01236,C0042571,0.1957,LapRLS
DB00130,C0040479,0.1955,LapRLS
DB00313,C0028734,0.1955,LapRLS
DB00753,C0029456,0.1955,LapRLS
DB00915,C0043094,0.1954,LapRLS
DB06698,C0007859,0.1954,LapRLS
DB00828,C0349506,0.1953,LapRLS
DB00597,C0013595,0.1952,LapRLS
DB00720,C0003873,0.1951,LapRLS
DB00583,C0032285,0.1951,LapRLS
DB00915,C0011849,0.1951,LapRLS
DB00627,C0002962,0.195,LapRLS
DB00431,C0037299,0.1949,LapRLS
DB00727,C0013428,0.1949,LapRLS
DB00727,C0151740,0.1949,LapRLS
DB00583,C0029408,0.1948,LapRLS
DB00753,C0151889,0.1948,LapRLS
DB00828,C0151699,0.1948,LapRLS
DB01019,C0000731,0.1948,LapRLS
DB11180,C0042023,0.1948,LapRLS
DB00659,C0151699,0.1948,LapRLS
DB00316,C0040046,0.1946,LapRLS
DB01019,C0019270,0.1946,LapRLS
DB00313,C0151878,0.1946,LapRLS
DB00316,C0038358,0.1946,LapRLS
DB00431,C0007859,0.1945,LapRLS
DB06151,C0008350,0.1945,LapRLS
DB01236,C0031039,0.1945,LapRLS
DB00583,C0151878,0.1942,LapRLS
DB06698,C0027051,0.1942,LapRLS
DB00753,C0020473,0.19399999999999998,LapRLS
DB04572,C0013428,0.19399999999999998,LapRLS
DB04572,C0344232,0.1939,LapRLS
DB06151,C0042024,0.1937,LapRLS
DB00828,C0023052,0.1936,LapRLS
DB06698,C0042267,0.1936,LapRLS
DB00720,C0029408,0.1935,LapRLS
DB00640,C0011991,0.1934,LapRLS
DB01008,C0035309,0.1933,LapRLS
DB06151,C0023530,0.1932,LapRLS
DB00753,C0018418,0.1931,LapRLS
DB00130,C0018790,0.193,LapRLS
DB00583,C0023530,0.193,LapRLS
DB00544,C0232461,0.1929,LapRLS
DB00316,C0232462,0.1929,LapRLS
DB00720,C0018991,0.1929,LapRLS
DB00130,C0037199,0.1928,LapRLS
DB00727,C0029408,0.1928,LapRLS
DB00130,C0018021,0.1928,LapRLS
DB06698,C0014868,0.1927,LapRLS
DB01236,C0151699,0.1927,LapRLS
DB00575,C0033774,0.1927,LapRLS
DB00996,C0151878,0.1926,LapRLS
DB04572,C0023530,0.1926,LapRLS
DB00659,C0042267,0.1926,LapRLS
DB11180,C0162119,0.1925,LapRLS
DB00125,C0020625,0.1925,LapRLS
DB00313,C0039070,0.1925,LapRLS
DB06698,C0151517,0.1924,LapRLS
DB00130,C1384666,0.1924,LapRLS
DB00753,C0151636,0.1923,LapRLS
DB00753,C0018991,0.1923,LapRLS
DB00859,C0018926,0.1923,LapRLS
DB06698,C0151603,0.1922,LapRLS
DB00313,C0020461,0.1921,LapRLS
DB06151,C0002874,0.192,LapRLS
DB00515,C0003862,0.1919,LapRLS
DB00828,C0013362,0.1919,LapRLS
DB00658,C0151786,0.1918,LapRLS
DB00431,C0015732,0.1918,LapRLS
DB00659,C0020615,0.1918,LapRLS
DB01008,C0003873,0.1918,LapRLS
DB04572,C2830004,0.1917,LapRLS
DB00996,C0042510,0.1917,LapRLS
DB00313,C0025323,0.1916,LapRLS
DB06698,C0015732,0.1915,LapRLS
DB00316,C0029882,0.1914,LapRLS
DB06261,C0038454,0.1914,LapRLS
DB00431,C0017574,0.1913,LapRLS
DB00431,C0014591,0.1913,LapRLS
DB00859,C0012569,0.1913,LapRLS
DB11180,C0013390,0.1912,LapRLS
DB00130,C0085605,0.1912,LapRLS
DB00431,C0442874,0.1912,LapRLS
DB00828,C0007859,0.1911,LapRLS
DB06698,C0017601,0.191,LapRLS
DB00828,C0085584,0.191,LapRLS
DB01236,C0015732,0.191,LapRLS
DB00316,C0034069,0.1909,LapRLS
DB00597,C0040046,0.1909,LapRLS
DB00145,C0003862,0.1908,LapRLS
DB00583,C0026827,0.1908,LapRLS
DB01008,C1384666,0.1908,LapRLS
DB00828,C0026848,0.1908,LapRLS
DB00753,C0003873,0.1907,LapRLS
DB00720,C0003962,0.1907,LapRLS
DB00478,C0038358,0.1905,LapRLS
DB00316,C0026837,0.1904,LapRLS
DB00316,C2239176,0.1904,LapRLS
DB00666,C0027497,0.1904,LapRLS
DB01236,C0038454,0.1903,LapRLS
DB00859,C2937350,0.1903,LapRLS
DB00753,C0007859,0.1901,LapRLS
DB11180,C0345904,0.1901,LapRLS
DB00313,C0014591,0.19,LapRLS
DB11180,C0237849,0.19,LapRLS
DB01080,C0018926,0.1899,LapRLS
DB06698,C0037036,0.1899,LapRLS
DB00529,C0008370,0.1898,LapRLS
DB00125,C1384666,0.1898,LapRLS
DB06698,C0031039,0.1898,LapRLS
DB00753,C0021843,0.1897,LapRLS
DB00727,C0151603,0.1897,LapRLS
DB00659,C0034069,0.1897,LapRLS
DB00515,C0311468,0.1897,LapRLS
DB00659,C0013384,0.1897,LapRLS
DB00130,C0020580,0.1896,LapRLS
DB04572,C2225524,0.1894,LapRLS
DB06261,C0028738,0.1894,LapRLS
DB00917,C0015230,0.1894,LapRLS
DB06261,C0151636,0.1893,LapRLS
DB06151,C0034186,0.1892,LapRLS
DB04572,C0020461,0.1892,LapRLS
DB00710,C0020649,0.1891,LapRLS
DB01236,C0033860,0.1891,LapRLS
DB06698,C0151699,0.1891,LapRLS
DB00753,C0151517,0.18899999999999997,LapRLS
DB00529,C0030196,0.18899999999999997,LapRLS
DB00125,C0151798,0.1889,LapRLS
DB00720,C0030920,0.1889,LapRLS
DB00828,C2225524,0.1889,LapRLS
DB01008,C0042345,0.1888,LapRLS
DB00597,C0042514,0.1888,LapRLS
DB00130,C0428977,0.1888,LapRLS
DB00431,C0151636,0.1888,LapRLS
DB06261,C0027051,0.1888,LapRLS
DB06698,C0013362,0.1887,LapRLS
DB00710,C0030193,0.1886,LapRLS
DB00859,C0014868,0.1886,LapRLS
DB08826,C0042963,0.1886,LapRLS
DB00313,C0042345,0.1883,LapRLS
DB00659,C0020473,0.1882,LapRLS
DB00640,C0030193,0.1881,LapRLS
DB00316,C0345904,0.188,LapRLS
DB00313,C0020580,0.1879,LapRLS
DB00125,C0026827,0.1879,LapRLS
DB00597,C0020580,0.1879,LapRLS
DB00313,C0026827,0.1878,LapRLS
DB06698,C0004134,0.1878,LapRLS
DB01236,C0020598,0.1878,LapRLS
DB00130,C0033860,0.1877,LapRLS
DB00478,C0014868,0.1877,LapRLS
DB01019,C0085584,0.1876,LapRLS
DB01236,C0042267,0.1876,LapRLS
DB00964,C0015230,0.1875,LapRLS
DB00431,C0013362,0.1875,LapRLS
DB06261,C0021843,0.1873,LapRLS
DB00915,C0428977,0.1869,LapRLS
DB00335,C0003862,0.1868,LapRLS
DB00753,C0020615,0.1868,LapRLS
DB01050,C0030554,0.1867,LapRLS
DB01050,C0042109,0.1867,LapRLS
DB01213,C0023222,0.1867,LapRLS
DB00828,C0042345,0.1867,LapRLS
DB00431,C0029882,0.1867,LapRLS
DB01236,C0018802,0.1867,LapRLS
DB00458,C0011991,0.1866,LapRLS
DB00130,C0151603,0.1866,LapRLS
DB00727,C0740394,0.1866,LapRLS
DB01019,C0018021,0.1865,LapRLS
DB00828,C0003873,0.1864,LapRLS
DB00640,C0010200,0.1864,LapRLS
DB01236,C0038358,0.1864,LapRLS
DB06261,C0442874,0.1863,LapRLS
DB00978,C0015230,0.1863,LapRLS
DB06261,C0007859,0.1862,LapRLS
DB01236,C0151517,0.1862,LapRLS
DB00597,C0242350,0.18600000000000003,LapRLS
DB06698,C0013384,0.18600000000000003,LapRLS
DB00125,C0011849,0.1859,LapRLS
DB00431,C0003962,0.1859,LapRLS
DB01149,C0015230,0.1859,LapRLS
DB00859,C0085584,0.1858,LapRLS
DB11180,C0020473,0.1857,LapRLS
DB01019,C0018790,0.1857,LapRLS
DB06261,C0042267,0.1857,LapRLS
DB00130,C2830004,0.1857,LapRLS
DB00316,C0017675,0.1857,LapRLS
DB04572,C0025323,0.1857,LapRLS
DB00597,C0032617,0.1856,LapRLS
DB11180,C0151825,0.1856,LapRLS
DB11180,C0032290,0.1855,LapRLS
DB01043,C0015397,0.1854,LapRLS
DB01008,C0018991,0.1853,LapRLS
DB00130,C0018099,0.1853,LapRLS
DB00996,C0042514,0.1853,LapRLS
DB00828,C0015732,0.1852,LapRLS
DB00313,C0542571,0.1851,LapRLS
DB06151,C0013384,0.1849,LapRLS
DB00752,C0033774,0.1849,LapRLS
DB06151,C0032326,0.1848,LapRLS
DB00742,C0085682,0.1848,LapRLS
DB06151,C0028734,0.1847,LapRLS
DB00478,C0017601,0.1847,LapRLS
DB00583,C1384666,0.1847,LapRLS
DB04572,C0008325,0.1846,LapRLS
DB00125,C0338831,0.1846,LapRLS
DB04572,C0003537,0.1846,LapRLS
DB06151,C0029408,0.1845,LapRLS
DB00659,C0302809,0.1845,LapRLS
DB00659,C0237849,0.1845,LapRLS
DB00597,C0013428,0.1843,LapRLS
DB00316,C0003123,0.1842,LapRLS
DB01019,C0013295,0.1842,LapRLS
DB00316,C0152227,0.1842,LapRLS
DB00125,C0151878,0.1841,LapRLS
DB01236,C0242350,0.1841,LapRLS
DB06287,C0018681,0.184,LapRLS
DB00720,C0020615,0.1839,LapRLS
DB00859,C0000737,0.1838,LapRLS
DB00727,C0151636,0.1837,LapRLS
DB09110,C1258215,0.1837,LapRLS
DB00727,C0035309,0.1837,LapRLS
DB00130,C0542571,0.1836,LapRLS
DB06261,C0575081,0.1835,LapRLS
DB01236,C0428977,0.1834,LapRLS
DB00130,C0004238,0.1834,LapRLS
DB00316,C0013595,0.1834,LapRLS
DB06151,C0029456,0.1833,LapRLS
DB00828,C0033860,0.1833,LapRLS
DB01019,C0040822,0.1833,LapRLS
DB00727,C0033975,0.1832,LapRLS
DB00431,C0017675,0.1831,LapRLS
DB01008,C0035304,0.1831,LapRLS
DB00125,C0018790,0.1831,LapRLS
DB06698,C0018991,0.1831,LapRLS
DB00720,C0033860,0.183,LapRLS
DB00529,C0162297,0.1829,LapRLS
DB00659,C0019572,0.1828,LapRLS
DB00996,C0085605,0.1828,LapRLS
DB00130,C0007859,0.1828,LapRLS
DB00727,C0017574,0.1827,LapRLS
DB00659,C0152227,0.1827,LapRLS
DB06261,C0349506,0.1827,LapRLS
DB01019,C0151878,0.1826,LapRLS
DB00828,C0029882,0.1826,LapRLS
DB00727,C0027051,0.1826,LapRLS
DB00230,C0002418,0.1826,LapRLS
DB01267,C0030193,0.1825,LapRLS
DB00859,C0028738,0.1825,LapRLS
DB11180,C0026827,0.1825,LapRLS
DB06151,C0011071,0.1824,LapRLS
DB00130,C0030252,0.1824,LapRLS
DB00583,C0010692,0.1824,LapRLS
DB06261,C0023052,0.1824,LapRLS
DB01236,C0231856,0.1823,LapRLS
DB01019,C0080274,0.1823,LapRLS
DB00915,C0042571,0.1823,LapRLS
DB00478,C0085605,0.1823,LapRLS
DB00125,C0086439,0.1823,LapRLS
DB01019,C0037274,0.1822,LapRLS
DB06261,C0026848,0.1822,LapRLS
DB00859,C0520966,0.1822,LapRLS
DB00828,C0013428,0.1821,LapRLS
DB01036,C0027497,0.182,LapRLS
DB00583,C0028738,0.1818,LapRLS
DB00541,C0042963,0.1818,LapRLS
DB01080,C1384666,0.1818,LapRLS
DB01005,C0234632,0.1817,LapRLS
DB00855,C0027497,0.1817,LapRLS
DB00125,C0018021,0.1817,LapRLS
DB01019,C0338831,0.1816,LapRLS
DB00230,C1384666,0.1815,LapRLS
DB00544,C0030193,0.1814,LapRLS
DB00720,C0011071,0.1814,LapRLS
DB00125,C0013595,0.1814,LapRLS
DB00828,C0013384,0.1813,LapRLS
DB01236,C0020473,0.1813,LapRLS
DB04572,C0004238,0.1812,LapRLS
DB06151,C0017601,0.1811,LapRLS
DB06151,C0007859,0.1811,LapRLS
DB00659,C0162285,0.1811,LapRLS
DB01080,C0020625,0.1811,LapRLS
DB00478,C0020580,0.1811,LapRLS
DB06151,C0035309,0.18100000000000002,LapRLS
DB00145,C0027497,0.18100000000000002,LapRLS
DB00125,C0018099,0.1809,LapRLS
DB06151,C0010200,0.1808,LapRLS
DB00583,C0086439,0.1808,LapRLS
DB00597,C0017152,0.1807,LapRLS
DB00478,C0428977,0.1807,LapRLS
DB00313,C0037199,0.1807,LapRLS
DB08826,C0008031,0.1806,LapRLS
DB00753,C0162285,0.1806,LapRLS
DB00478,C0019270,0.1806,LapRLS
DB00458,C0917801,0.1805,LapRLS
DB01236,C0026961,0.1805,LapRLS
DB01236,C0027051,0.1805,LapRLS
DB00753,C0011253,0.1804,LapRLS
DB00859,C0338831,0.1804,LapRLS
DB00544,C0030305,0.1804,LapRLS
DB01080,C0086439,0.1804,LapRLS
DB00659,C0031039,0.1803,LapRLS
DB06261,C0004144,0.1803,LapRLS
DB06261,C0014868,0.1803,LapRLS
DB00583,C0019270,0.1803,LapRLS
DB01008,C0038358,0.1802,LapRLS
DB00187,C0002962,0.1801,LapRLS
DB00727,C0020676,0.18,LapRLS
DB00727,C0017601,0.18,LapRLS
DB00130,C0012569,0.18,LapRLS
DB00130,C0042510,0.1799,LapRLS
DB06151,C0151740,0.1799,LapRLS
DB08826,C0030554,0.1796,LapRLS
DB11180,C2239176,0.1796,LapRLS
DB01043,C2937350,0.1794,LapRLS
DB06151,C0027051,0.1794,LapRLS
DB00753,C0030252,0.1793,LapRLS
DB01213,C0026821,0.1792,LapRLS
DB06261,C0032326,0.1792,LapRLS
DB00710,C0042109,0.1792,LapRLS
DB00900,C0042963,0.1792,LapRLS
DB00130,C0149745,0.1791,LapRLS
DB00978,C0042963,0.1791,LapRLS
DB04572,C0030252,0.1791,LapRLS
DB00828,C0015397,0.179,LapRLS
DB11180,C0004144,0.179,LapRLS
DB00145,C0031154,0.179,LapRLS
DB00996,C0004144,0.1789,LapRLS
DB00736,C0042963,0.1789,LapRLS
DB00627,C0004604,0.1789,LapRLS
DB01044,C0027497,0.1788,LapRLS
DB00597,C0162429,0.1788,LapRLS
DB11180,C0338831,0.1788,LapRLS
DB00313,C0151798,0.1787,LapRLS
DB00431,C0002418,0.1786,LapRLS
DB00752,C0002792,0.1786,LapRLS
DB01236,C0442874,0.1786,LapRLS
DB09076,C0015230,0.1786,LapRLS
DB00130,C0013362,0.1785,LapRLS
DB00313,C0013362,0.1785,LapRLS
DB06261,C0015732,0.1785,LapRLS
DB00597,C0025323,0.1785,LapRLS
DB00859,C0149745,0.1784,LapRLS
DB06261,C0018991,0.1783,LapRLS
DB06261,C0003873,0.1783,LapRLS
DB01236,C0034069,0.1783,LapRLS
DB00864,C0002994,0.1783,LapRLS
DB01008,C0043144,0.1782,LapRLS
DB00770,C0042963,0.1782,LapRLS
DB01008,C0026848,0.1782,LapRLS
DB00431,C0026961,0.1782,LapRLS
DB00597,C2937350,0.1781,LapRLS
DB01008,C0349506,0.1781,LapRLS
DB00313,C0017181,0.1781,LapRLS
DB01236,C0345904,0.1781,LapRLS
DB00316,C0011253,0.1781,LapRLS
DB00828,C0151517,0.1781,LapRLS
DB00478,C0028734,0.1781,LapRLS
DB00859,C1384666,0.17800000000000002,LapRLS
DB00313,C0003537,0.17800000000000002,LapRLS
DB00125,C0034186,0.17800000000000002,LapRLS
DB00431,C0031039,0.1779,LapRLS
DB00597,C0029456,0.1779,LapRLS
DB00316,C0237849,0.1779,LapRLS
DB11180,C0034069,0.1779,LapRLS
DB00230,C0151798,0.1778,LapRLS
DB00753,C0442874,0.1778,LapRLS
DB06151,C0042571,0.1778,LapRLS
DB06261,C0424295,0.1777,LapRLS
DB06261,C0018418,0.1777,LapRLS
DB00727,C0018965,0.1777,LapRLS
DB01008,C0042267,0.1777,LapRLS
DB00478,C0018021,0.1777,LapRLS
DB00316,C0006277,0.1776,LapRLS
DB00828,C0442874,0.1776,LapRLS
DB00316,C0004134,0.1776,LapRLS
DB00125,C0002994,0.1776,LapRLS
DB00859,C0018021,0.1775,LapRLS
DB01008,C0027051,0.1775,LapRLS
DB00828,C0040046,0.1775,LapRLS
DB00313,C0032617,0.1774,LapRLS
DB00859,C0028734,0.1774,LapRLS
DB00544,C0037274,0.1774,LapRLS
DB01008,C0011071,0.1774,LapRLS
DB00859,C0242350,0.1773,LapRLS
DB06261,C0013384,0.1773,LapRLS
DB00727,C0017675,0.1773,LapRLS
DB00915,C0151798,0.1772,LapRLS
DB00710,C0015967,0.1772,LapRLS
DB00431,C0038454,0.1772,LapRLS
DB00313,C0004238,0.1772,LapRLS
DB00130,C2225524,0.1771,LapRLS
DB00720,C0025323,0.1771,LapRLS
DB00859,C0002994,0.1771,LapRLS
DB00597,C0036572,0.177,LapRLS
DB00230,C0010346,0.177,LapRLS
DB01236,C0349506,0.1769,LapRLS
DB06151,C0011606,0.1769,LapRLS
DB00130,C0013595,0.1769,LapRLS
DB00130,C0029408,0.1769,LapRLS
DB06151,C0151636,0.1768,LapRLS
DB01080,C2937350,0.1767,LapRLS
DB01019,C0018926,0.1767,LapRLS
DB04572,C0029408,0.1766,LapRLS
DB01236,C0151603,0.1764,LapRLS
DB09110,C0476273,0.1763,LapRLS
DB00597,C0151740,0.1763,LapRLS
DB01059,C0011991,0.1762,LapRLS
DB00828,C0162429,0.1762,LapRLS
DB01236,C0013390,0.1762,LapRLS
DB00753,C0018802,0.1761,LapRLS
DB00611,C0018681,0.1761,LapRLS
DB00659,C0162119,0.1761,LapRLS
DB01019,C0042345,0.17600000000000002,LapRLS
DB00828,C0032290,0.17600000000000002,LapRLS
DB00431,C0003873,0.17600000000000002,LapRLS
DB00921,C0000737,0.17600000000000002,LapRLS
DB04572,C0032617,0.1759,LapRLS
DB00727,C0018991,0.1759,LapRLS
DB06151,C0015397,0.1759,LapRLS
DB00478,C0013295,0.1759,LapRLS
DB00720,C0020473,0.1758,LapRLS
DB04572,C0004134,0.1758,LapRLS
DB00727,C0008350,0.1758,LapRLS
DB00859,C0011991,0.1757,LapRLS
DB01213,C0019158,0.1757,LapRLS
DB00859,C0014591,0.1757,LapRLS
DB00720,C0014868,0.1756,LapRLS
DB01236,C2239176,0.1756,LapRLS
DB00659,C0025160,0.1755,LapRLS
DB00742,C0001339,0.1755,LapRLS
DB00316,C0019209,0.1755,LapRLS
DB06151,C0026848,0.1754,LapRLS
DB00316,C0022346,0.1754,LapRLS
DB00583,C0017152,0.1754,LapRLS
DB00187,C0020456,0.1754,LapRLS
DB01043,C0003864,0.1752,LapRLS
DB00531,C0011991,0.1752,LapRLS
DB05109,C0027497,0.1752,LapRLS
DB01236,C0085612,0.1752,LapRLS
DB06151,C0000731,0.1751,LapRLS
DB00130,C0242350,0.1751,LapRLS
DB00316,C0014534,0.175,LapRLS
DB00915,C0034065,0.175,LapRLS
DB06151,C0018681,0.175,LapRLS
DB00915,C0013428,0.175,LapRLS
DB00431,C0018991,0.1749,LapRLS
DB00431,C0004238,0.1749,LapRLS
DB06698,C2239176,0.1748,LapRLS
DB00316,C0043144,0.1748,LapRLS
DB00478,C0018099,0.1747,LapRLS
DB06698,C0345904,0.1747,LapRLS
DB04572,C0020676,0.1747,LapRLS
DB00742,C0234632,0.1747,LapRLS
DB01236,C0008350,0.1747,LapRLS
DB00855,C0030196,0.1746,LapRLS
DB00753,C0010200,0.1746,LapRLS
DB01236,C0018800,0.1744,LapRLS
DB00915,C0151878,0.1742,LapRLS
DB00710,C0013604,0.1742,LapRLS
DB01017,C0027497,0.1742,LapRLS
DB01080,C3665347,0.1741,LapRLS
DB00316,C0232726,0.1741,LapRLS
DB00316,C0035243,0.1741,LapRLS
DB00710,C0008031,0.174,LapRLS
DB00431,C0032290,0.174,LapRLS
DB06698,C0013428,0.174,LapRLS
DB01008,C0020473,0.1739,LapRLS
DB00478,C0037036,0.1739,LapRLS
DB01008,C0032290,0.1738,LapRLS
DB00753,C0013390,0.1736,LapRLS
DB00828,C0237849,0.1736,LapRLS
DB00752,C0020649,0.1736,LapRLS
DB06261,C0029408,0.1735,LapRLS
DB00859,C0020580,0.1734,LapRLS
DB00597,C0575081,0.1734,LapRLS
DB00727,C0442874,0.1734,LapRLS
DB01236,C0017152,0.1734,LapRLS
DB00184,C0042963,0.1734,LapRLS
DB00753,C0032290,0.1734,LapRLS
DB06788,C0027497,0.1734,LapRLS
DB01019,C0017601,0.1734,LapRLS
DB00597,C0032326,0.1733,LapRLS
DB00572,C0027497,0.1733,LapRLS
DB00478,C0002994,0.1733,LapRLS
DB00752,C0030554,0.1732,LapRLS
DB01043,C0026650,0.1732,LapRLS
DB00720,C0345904,0.1732,LapRLS
DB06261,C0003962,0.1732,LapRLS
DB11180,C0035304,0.1731,LapRLS
DB00313,C0040046,0.1731,LapRLS
DB11180,C0162285,0.1731,LapRLS
DB00541,C0018681,0.17300000000000001,LapRLS
DB00720,C0162119,0.17300000000000001,LapRLS
DB00727,C0003962,0.1729,LapRLS
DB01019,C0085631,0.1729,LapRLS
DB04572,C0002874,0.1729,LapRLS
DB01008,C0017601,0.1728,LapRLS
DB00597,C0042345,0.1728,LapRLS
DB00659,C0013390,0.1728,LapRLS
DB00130,C0017601,0.1726,LapRLS
DB00316,C0030193,0.1726,LapRLS
DB00828,C0038358,0.1726,LapRLS
DB00996,C0376545,0.1725,LapRLS
DB00130,C0520966,0.1725,LapRLS
DB00859,C0542571,0.1725,LapRLS
DB00431,C0034069,0.1725,LapRLS
DB00316,C0017565,0.1724,LapRLS
DB00727,C0037036,0.1723,LapRLS
DB00125,C0019270,0.1723,LapRLS
DB01236,C0003962,0.1723,LapRLS
DB00720,C0017565,0.1723,LapRLS
DB00597,C0008325,0.1723,LapRLS
DB00125,C0009319,0.1723,LapRLS
DB00727,C0032617,0.1723,LapRLS
DB01236,C0034063,0.1722,LapRLS
DB00753,C0042023,0.172,LapRLS
DB11180,C0018418,0.172,LapRLS
DB01019,C0023052,0.172,LapRLS
DB00583,C0149745,0.172,LapRLS
DB00859,C0026826,0.172,LapRLS
DB00230,C0740651,0.1719,LapRLS
DB06261,C0034069,0.1718,LapRLS
DB01236,C0017565,0.1718,LapRLS
DB01008,C0042023,0.1717,LapRLS
DB01019,C0028738,0.1717,LapRLS
DB00431,C0011991,0.1716,LapRLS
DB00753,C0345904,0.1716,LapRLS
DB00996,C0032326,0.1716,LapRLS
DB00583,C0018790,0.1716,LapRLS
DB00130,C0003537,0.1715,LapRLS
DB00720,C0037199,0.1715,LapRLS
DB00659,C0032290,0.1715,LapRLS
DB00597,C0030920,0.1714,LapRLS
DB01236,C0004144,0.1714,LapRLS
DB00395,C0000737,0.1713,LapRLS
DB00753,C2239176,0.1713,LapRLS
DB00752,C0018681,0.1713,LapRLS
DB00130,C0042024,0.1712,LapRLS
DB08910,C0000737,0.171,LapRLS
DB00727,C0023052,0.171,LapRLS
DB09462,C0311468,0.171,LapRLS
DB06261,C0011253,0.171,LapRLS
DB00659,C0035304,0.1709,LapRLS
DB01008,C0345904,0.1709,LapRLS
DB08890,C0027497,0.1708,LapRLS
DB00597,C0003537,0.1708,LapRLS
DB11180,C0025160,0.1707,LapRLS
DB00313,C0008325,0.1707,LapRLS
DB00640,C0033774,0.1706,LapRLS
DB00125,C2225524,0.1706,LapRLS
DB06287,C0015230,0.1705,LapRLS
DB00659,C0151889,0.1705,LapRLS
DB00727,C0007859,0.1705,LapRLS
DB01043,C0026827,0.1705,LapRLS
DB01008,C0151699,0.1704,LapRLS
DB00130,C0017574,0.1704,LapRLS
DB00915,C0085632,0.1704,LapRLS
DB01236,C0018681,0.1704,LapRLS
DB00544,C0020456,0.1703,LapRLS
DB00727,C0162429,0.1703,LapRLS
DB11180,C0026837,0.1703,LapRLS
DB11180,C0232726,0.1703,LapRLS
DB01019,C0032617,0.1703,LapRLS
DB00125,C0018926,0.1702,LapRLS
